id,137.0,196.0,303.0
0,0,0,7
1,0,0,187
10,0,0,3
100,0,0,3
1000,0,0,260
10000,0,0,25
10001,0,0,42
10002,0,0,159
10003,0,0,480
10004,0,0,76
10005,0,0,35
10006,0,0,2
10007,0,0,9
10008,0,0,2
10009,0,0,3
1001,0,0,34
10010,0,0,25
10011,0,0,36
10012,0,0,20
10013,0,0,2
10014,0,0,4
10015,0,0,18
10016,0,0,7
10017,0,0,6
10018,0,0,4
10019,0,0,15
1002,0,0,30
10020,0,0,4
10021,0,0,2
10022,0,0,20
10023,0,0,7
10024,0,4,28
10025,0,0,56
10026,0,0,196
10027,0,0,25
10028,0,0,42
10029,0,0,25
1003,0,0,152
10030,0,0,5
10031,0,0,197
10032,0,0,42
10033,0,3,13
10034,0,3,13
10035,0,0,46
10036,0,0,46
10037,0,0,7
10038,0,0,14
10039,0,0,120
1004,0,0,27
10040,0,0,2314
10041,0,0,3301
10042,0,0,4
10043,0,0,21
10044,0,0,6
10045,0,0,4
10046,0,0,3
10047,0,0,10
10048,0,0,23
10049,0,0,3
1005,0,0,297
10050,0,0,23
10051,0,0,2
10052,0,0,62
10053,0,0,61
10054,0,0,11
10055,0,0,3
10056,0,12,69
10057,0,3,45
10058,0,0,3
10059,0,0,3
1006,0,0,66
10060,0,1157,3302
10061,0,0,61
10062,0,0,14
10063,0,0,82
10064,0,0,1
10065,0,0,349
10066,0,0,1375
10067,0,0,11
10068,0,0,3
10069,0,0,316
1007,0,116,2999
10070,0,0,10
10071,0,0,3
10072,0,5,29
10073,0,0,4
10074,2,2,8
10075,0,0,4
10076,0,0,10
10077,0,0,133
10078,0,0,9
10079,0,0,6
1008,0,0,245
10080,0,20,548
10081,0,0,2
10082,0,0,6
10083,2,2,8
10084,2,2,8
10085,2,2,8
10086,0,0,4
10087,2,2,8
10088,0,0,24
10089,2,2,8
1009,0,0,341
10090,0,0,4
10091,2,2,8
10092,0,0,21
10093,0,0,95
10094,0,9,52
10095,0,0,77
10096,0,0,77
10097,29,396,2315
10098,0,0,226
10099,29,744,1376
101,0,0,162
1010,0,0,44
10100,1,1,0
10101,1,1,0
10102,1,1,0
10103,1,1,0
10104,1,1,0
10105,1,1,0
10106,1,1,0
10107,1,1,0
10108,1,1,0
10109,1,1,0
1011,0,0,44
10110,1,1,0
10111,1,1,0
10112,1,1,0
10113,1,1,0
10114,1,1,0
10115,1,1,0
10116,1,1,0
10117,1,1,0
10118,1,1,0
10119,1,1,0
1012,0,3,13
10120,1,1,0
10121,1,1,0
10122,1,1,0
10123,1,1,0
10124,1,1,0
10125,1,1,0
10126,1,1,0
10127,1,1,0
10128,1,1,0
10129,1,1,0
1013,0,0,5
10130,1,1,0
10131,1,1,0
10132,1,1,0
10133,1,1,0
10134,1,1,0
10135,1,1,0
10136,1,1,0
10137,1,1,0
10138,1,1,0
10139,1,1,0
1014,0,0,5
10140,0,0,2
10141,1,1,0
10142,1,1,0
10143,1,1,0
10144,1,1,0
10145,1,1,0
10146,1,1,0
10147,1,1,0
10148,1,1,0
10149,1,1,0
1015,0,0,1
10150,1,1,0
10151,1,1,0
10152,1,1,0
10153,1,1,0
10154,1,1,0
10155,1,1,0
10156,1,1,0
10157,1,1,0
10158,1,1,0
10159,1,1,0
1016,0,0,1
10160,1,1,0
10161,1,1,0
10162,1,1,0
10163,1,1,0
10164,1,1,0
10165,1,1,0
10166,1,1,0
10167,1,1,0
10168,1,1,0
10169,1,1,0
1017,0,0,1
10170,0,0,14
10171,0,0,20
10172,1,1,0
10173,2,2,8
10174,0,0,20
10175,0,0,10
10176,0,0,127
10177,0,0,294
10178,0,1158,3303
10179,0,0,63
1018,0,0,1
10180,0,0,27
10181,0,0,303
10182,0,0,14
10183,0,0,14
10184,0,0,14
10185,0,0,17
10186,0,0,4
10187,0,0,2
10188,0,0,231
10189,0,0,4
1019,0,0,38
10190,0,0,2
10191,0,0,326
10192,0,0,1
10193,0,0,2
10194,0,0,298
10195,0,0,26
10196,0,0,5
10197,0,0,5
10198,0,5,29
10199,0,0,37
102,0,0,9
1020,0,0,1
10200,0,0,34
10201,0,0,34
10202,0,9,52
10203,0,9,52
10204,9,34,221
10205,0,0,66
10206,0,0,100
10207,0,0,11
10208,0,0,317
10209,0,0,89
1021,0,0,58
10210,0,9,52
10211,0,0,26
10212,0,0,30
10213,0,40,251
10214,0,0,34
10215,0,0,34
10216,0,0,7
10217,0,0,2316
10218,0,3,13
10219,0,0,5
1022,0,0,1
10220,1,1,0
10221,148,397,2317
10222,0,3,13
10223,0,0,5
10224,0,0,53
10225,0,398,2318
10226,0,0,281
10227,0,0,73
10228,0,0,1
10229,0,0,12
1023,0,0,9
10230,0,0,1
10231,0,0,12
10232,271,745,1377
10233,0,0,1
10234,0,0,1
10235,0,0,1
10236,0,0,1
10237,0,0,3
10238,0,0,2319
10239,0,0,1
1024,0,0,6
10240,0,0,93
10241,0,0,281
10242,0,0,5
10243,0,0,1
10244,0,0,1
10245,0,12,69
10246,0,3,13
10247,0,0,5
10248,0,0,5
10249,0,0,5
1025,0,0,4
10250,0,0,252
10251,0,0,1
10252,0,0,1378
10253,0,0,73
10254,0,0,1379
10255,0,0,1
10256,0,0,12
10257,0,0,2320
10258,0,0,3304
10259,0,60,338
1026,0,0,14
10260,0,0,73
10261,0,0,1
10262,0,0,1
10263,0,90,3305
10264,0,0,252
10265,0,0,252
10266,0,0,2
10267,0,0,14
10268,0,0,159
10269,0,0,3
1027,0,0,60
10270,0,17,1050
10271,0,0,1380
10272,0,0,62
10273,0,0,10
10274,0,0,89
10275,0,0,813
10276,0,10,50
10277,0,0,128
10278,0,0,333
10279,0,0,109
1028,0,0,846
10280,0,0,109
10281,0,0,247
10282,0,0,109
10283,0,0,109
10284,0,0,247
10285,0,0,109
10286,0,0,247
10287,0,0,84
10288,0,0,109
10289,0,0,273
1029,0,12,69
10290,0,0,170
10291,0,0,109
10292,0,0,247
10293,0,0,109
10294,0,0,109
10295,0,0,109
10296,0,0,109
10297,0,0,2
10298,0,0,4
10299,0,0,40
103,0,0,5
1030,0,0,5
10300,0,0,4
10301,0,0,123
10302,0,0,111
10303,0,0,33
10304,0,0,88
10305,0,0,121
10306,0,0,19
10307,0,1159,3306
10308,0,0,211
10309,0,0,30
1031,0,0,5
10310,0,0,33
10311,91,263,892
10312,0,0,3
10313,0,0,2
10314,0,0,183
10315,13,45,406
10316,13,746,1381
10317,0,0,41
10318,0,0,11
10319,0,0,549
1032,0,0,103
10320,0,3,13
10321,0,3,13
10322,0,0,3
10323,0,0,11
10324,0,0,2321
10325,0,3,13
10326,0,0,5
10327,0,182,732
10328,0,0,281
10329,0,0,4
1033,0,0,5
10330,0,0,35
10331,0,0,3
10332,0,0,318
10333,0,0,1
10334,0,0,94
10335,0,0,1
10336,0,0,12
10337,0,12,69
10338,0,0,7
10339,0,0,3
1034,0,0,5
10340,0,0,2
10341,0,0,2
10342,0,0,1
10343,0,0,1
10344,0,0,1
10345,0,0,3
10346,0,0,17
10347,0,0,3
10348,0,0,56
10349,0,0,550
1035,0,0,5
10350,0,0,183
10351,0,0,2
10352,0,0,9
10353,0,0,3
10354,0,0,2
10355,0,0,7
10356,0,0,7
10357,0,0,2
10358,0,0,3
10359,0,0,32
1036,0,0,5
10360,0,0,31
10361,0,0,34
10362,0,0,297
10363,0,0,152
10364,0,0,30
10365,0,0,2322
10366,0,0,1382
10367,0,4,28
10368,0,0,3
10369,0,0,3
1037,0,0,653
10370,12,39,248
10371,0,0,244
10372,0,0,1
10373,0,75,551
10374,0,0,2323
10375,0,0,12
10376,0,0,2324
10377,0,5,2325
10378,0,0,5
10379,0,0,1
1038,0,0,5
10380,0,0,1
10381,0,0,73
10382,0,0,181
10383,0,4,28
10384,0,0,1383
10385,0,0,352
10386,0,0,1
10387,0,0,1
10388,0,0,1
10389,0,5,29
1039,0,0,5
10390,0,0,3307
10391,0,0,3
10392,0,0,127
10393,0,0,55
10394,0,0,11
10395,0,0,16
10396,0,0,111
10397,0,0,16
10398,0,0,16
10399,0,0,16
104,0,0,2007
1040,0,0,5
10400,0,0,2
10401,0,0,2
10402,0,0,9
10403,0,0,20
10404,0,0,20
10405,0,0,20
10406,0,0,2
10407,0,0,9
10408,0,0,20
10409,0,0,2
1041,0,0,5
10410,0,0,20
10411,0,0,9
10412,0,0,20
10413,0,0,9
10414,0,0,533
10415,0,0,2326
10416,0,0,20
10417,0,0,2
10418,0,0,2
10419,0,0,20
1042,0,0,5
10420,0,0,2
10421,0,0,9
10422,0,747,1384
10423,0,0,20
10424,0,0,20
10425,0,0,20
10426,0,0,2
10427,0,0,2
10428,0,0,4
10429,0,0,1385
1043,0,0,5
10430,0,0,20
10431,0,0,61
10432,0,0,9
10433,0,0,20
10434,0,0,192
10435,0,5,29
10436,0,5,29
10437,0,0,1
10438,0,0,1
10439,0,0,1
1044,0,0,5
10440,0,0,12
10441,0,0,58
10442,0,4,28
10443,0,4,28
10444,0,0,1
10445,0,0,1
10446,0,0,76
10447,0,5,29
10448,0,0,638
10449,0,0,2327
1045,0,0,5
10450,0,0,312
10451,0,0,84
10452,0,7,39
10453,0,0,109
10454,0,3,13
10455,2,2,8
10456,0,0,196
10457,0,0,318
10458,0,0,894
10459,272,748,1386
1046,0,0,654
10460,0,0,3
10461,0,0,2
10462,0,0,9
10463,0,0,7
10464,0,0,46
10465,0,3,13
10466,0,0,53
10467,0,0,25
10468,0,3,13
10469,0,3,135
1047,0,3,13
10470,1,1,0
10471,0,4,28
10472,0,0,3308
10473,0,0,99
10474,0,0,4
10475,0,0,17
10476,1,1,0
10477,0,0,17
10478,0,0,7
10479,0,0,288
1048,0,0,5
10480,0,0,2
10481,0,0,103
10482,0,0,9
10483,0,0,46
10484,0,0,318
10485,0,0,894
10486,0,0,99
10487,0,0,17
10488,0,0,1
10489,0,0,1
1049,0,0,5
10490,0,0,11
10491,0,0,177
10492,0,3,13
10493,0,0,25
10494,0,6,79
10495,1,1,0
10496,0,55,319
10497,0,0,17
10498,2,2,8
10499,0,0,46
105,0,0,70
1050,0,0,675
10500,0,0,3
10501,1,1,0
10502,0,0,12
10503,0,0,571
10504,0,0,128
10505,0,0,48
10506,0,0,75
10507,0,0,33
10508,0,0,3
10509,0,0,3
1051,0,0,3
10510,0,0,16
10511,0,0,201
10512,14,41,335
10513,0,0,18
10514,0,0,2
10515,0,0,4
10516,0,0,4
10517,0,0,9
10518,0,0,49
10519,0,0,454
1052,0,0,1
