DATASET_PIECHART
SEPARATOR COMMA
DATASET_LABEL,Phylum_counts piechart
FIELD_COLORS,#4b89b4,#bfd0e8,#ffa556,#ffcfa0,#4ea04e,#addfa3,#d65b5c,#ffb6b5,#a080bd,#c9bbd5,#8c665e,#c4a8a2,#e397cb,#f7c9dd,#7f7f7f,#c7c7c7,#bcbd50,#dbdba4,#4ec3cf,#b3dde5,#bdbdbd
FIELD_LABELS,Pseudomonadota,Bacillota,Actinomycetota,Bacteroidota,Chloroflexota,Spirochaetota,Verrucomicrobiota,Acidobacteriota,Thermotogota,Planctomycetota,Mycoplasmatota,Lentisphaerota,Ignavibacteriota,Myxococcota,Fusobacteriota,Armatimonadota,Thermodesulfobacteriota,Atribacterota,Balneolota,Calditrichota,Other
#=================================================================#
DATA
node_11214,-1,10,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_1126,-1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_11268,-1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_11278,-1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_11289,-1,10,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
node_1134,-1,10,10,4,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
node_1151,-1,10,3,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
node_11587,-1,10,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_1168,-1,10,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_12152,-1,10,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_12270,-1,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_12309,-1,10,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_12484,-1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_12504,-1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
