DATASET_MULTIBAR
SEPARATOR COMMA
DATASET_LABEL,Phylum_counts multibar
FIELD_COLORS,#4b89b4,#bfd0e8,#ffa556,#ffcfa0,#4ea04e,#addfa3,#d65b5c,#ffb6b5,#a080bd,#c9bbd5,#8c665e,#c4a8a2,#e397cb,#f7c9dd,#7f7f7f,#c7c7c7,#bcbd50,#dbdba4,#4ec3cf,#b3dde5,#bdbdbd
FIELD_LABELS,Pseudomonadota,Bacillota,Actinomycetota,Bacteroidota,Chloroflexota,Spirochaetota,Verrucomicrobiota,Acidobacteriota,Thermotogota,Planctomycetota,Mycoplasmatota,Lentisphaerota,Ignavibacteriota,Myxococcota,Fusobacteriota,Armatimonadota,Thermodesulfobacteriota,Atribacterota,Balneolota,Calditrichota,Other
#=================================================================#
DATA
node_23006,4,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_2302,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23022,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23024,61,18,7,31,21,3,2,2,7,2,0,0,0,0,0,1,1,2,1,0,9
node_2307,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
node_23191,3,6,0,1,3,2,1,12,0,2,0,0,0,2,0,0,0,1,1,1,8
node_23235,8,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23251,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23258,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23275,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23321,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23327,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
node_23349,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_2336,156,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_23401,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23426,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23430,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23434,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23448,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23460,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23495,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23501,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23510,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23536,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23595,1,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
node_23667,0,60,0,6,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0
node_23739,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23743,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23746,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23750,0,21,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23801,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_23900,5,27,0,264,0,1,0,0,0,0,2,0,6,0,1,0,0,0,1,0,6
node_24212,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
node_24231,1,5,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
node_24342,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_24345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_24346,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_24362,3,180,8,2,0,13,0,0,5,0,10,0,1,0,34,0,0,2,0,0,4
node_24623,1,6,0,16,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
node_24648,0,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
node_24662,1,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_2496,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_24979,4,34,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3
node_2503,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25045,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25051,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_25056,0,10,0,7,0,0,0,0,1,0,0,0,1,8,0,0,5,0,0,0,2
node_25089,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_25097,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25115,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25118,2,267,1,40,6,23,0,0,1,0,29,0,6,2,0,0,1,0,0,4,15
node_2533,21,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25514,2,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
node_25529,6,0,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
node_25545,0,1,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
node_25556,57,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_25623,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25632,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
node_25642,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25650,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25658,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25714,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25721,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25723,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25732,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25845,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25846,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25850,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_25854,1,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
node_2596,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_2605,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_26079,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_26084,0,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_26156,0,126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
node_26283,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_26290,0,81,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
node_2631,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_26375,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_26444,0,43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_26489,0,39,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2
node_26532,1,29,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
node_26573,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_26576,0,692,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_2667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_2668,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
node_2672,7,0,0,0,1,0,0,11,0,2,0,0,0,0,0,1,0,0,0,0,0
node_269,1,28,0,0,0,1,0,0,1,4,0,0,2,0,0,2,0,0,0,0,3
node_2693,122,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_27270,3,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_27351,18,75,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
node_27446,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_27464,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_27504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_27505,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_27884,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_28118,105,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
node_28228,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_28231,56,15,7,2,3,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,12
node_28331,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_28350,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
node_28357,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
node_28359,3,5,22,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
node_2839,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_28402,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
node_2868,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_2882,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_29196,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_29197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_29198,35,0,11,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
node_29251,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
node_29258,3,8,7,0,0,2,13,0,0,3,0,12,0,0,0,5,0,0,0,0,12
node_29324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
node_29327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
node_29329,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_29333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_29334,1982,8,0,0,0,7,18,0,0,2,0,0,1,7,0,8,2,0,0,0,15
node_313,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_31385,0,84,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2
node_31476,0,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_31513,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_319,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_326,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_3304,311,4,75,1,33,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,8
node_331,41,51,3,8,4,4,0,3,0,1,0,2,2,0,0,0,0,0,1,0,25
node_3744,13,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_3804,46,0,39,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2
node_3901,13,0,1202,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
node_475,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_484,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_486,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_487,1,17,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_513,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_5138,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_5144,2,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_5206,3,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_522,0,43,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
node_5428,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_5478,1,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
node_5499,19,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
node_5532,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
node_5645,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_5646,4,0,424,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_567,0,157,0,1,1,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
node_57,0,1,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
node_6081,31,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6131,6,0,80,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_6220,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6233,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6240,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6252,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6318,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6320,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6340,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6388,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6400,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_6502,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6602,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_6607,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6627,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_6628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
node_6633,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7396,238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_745,1,26,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
node_7634,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7732,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7735,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7739,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7750,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7753,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7761,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7764,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_7771,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7774,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7776,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7797,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_7803,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7809,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7812,4,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_783,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7843,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7855,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_7864,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_7921,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7933,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7940,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7954,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_7957,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
node_7996,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_80,0,58,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_8003,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_8016,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_8041,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_828,0,65,2,5,0,14,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0
node_8406,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_8492,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_8528,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_8640,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_8882,39,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
node_8941,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
node_8976,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_923,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_930,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_9325,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_9346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_9347,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_9386,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
node_9787,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_9789,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node_9806,1401,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
